-0.20 -549.217199888
-0.15 -549.219008314
-0.10 -549.22027313
-0.05 -549.221026111
0.00 -549.221275767
0.05 -549.221004547
0.10 -549.220165027
0.15 -549.218687735
0.20 -549.216491971
