-0.20 -549.201881236
-0.15 -549.209393492
-0.10 -549.215468975
-0.05 -549.219672694
0.00 -549.221275767
0.05 -549.219233311
0.10 -549.212109623
0.15 -549.197776891
0.20 -549.173325379
