-0.20 -549.220790673
-0.15 -549.221108064
-0.10 -549.221234122
-0.05 -549.221268844
0.00 -549.221275767
0.05 -549.221274587
0.10 -549.221237459
0.15 -549.221093952
0.20 -549.220741769
