-0.20 -549.194803715
-0.15 -549.204650159
-0.10 -549.212993822
-0.05 -549.21894522
0.00 -549.221275767
0.05 -549.218276873
0.10 -549.207573856
0.15 -549.185850094
0.20 -549.148443212
