-0.20 -549.218155295
-0.15 -549.219577776
-0.10 -549.220542042
-0.05 -549.221095149
0.00 -549.221275767
0.05 -549.221111438
0.10 -549.220617617
0.15 -549.219799956
0.20 -549.21865643
