-0.20 -549.194579141
-0.15 -549.204971636
-0.10 -549.213362567
-0.05 -549.21910916
0.00 -549.221275767
0.05 -549.21875301
0.10 -549.210093707
0.15 -549.193416359
0.20 -549.166541855
